1	Q0	1542	1	43,10837	G14R4
54	Q0	123	223	10,0148148	G14R4
54	Q0	251	224	10,0148148	G14R4
54	Q0	252	225	10,0148148	G14R4
54	Q0	272	226	10,0148148	G14R4
54	Q0	278	227	10,0148148	G14R4
54	Q0	380	228	10,0148148	G14R4
54	Q0	533	229	10,0148148	G14R4
54	Q0	585	230	10,0148148	G14R4
54	Q0	595	231	10,0148148	G14R4
54	Q0	617	232	10,0148148	G14R4
54	Q0	670	233	10,0148148	G14R4
54	Q0	892	234	10,0148148	G14R4
54	Q0	942	235	10,0148148	G14R4
54	Q0	944	236	10,0148148	G14R4
54	Q0	1002	237	10,0148148	G14R4
54	Q0	1012	238	10,0148148	G14R4
54	Q0	1033	239	10,0148148	G14R4
54	Q0	1088	240	10,0148148	G14R4
54	Q0	1135	241	10,0148148	G14R4
54	Q0	1160	242	10,0148148	G14R4
54	Q0	1161	243	10,0148148	G14R4
54	Q0	1224	244	10,0148148	G14R4
54	Q0	1247	245	10,0148148	G14R4
54	Q0	1252	246	10,0148148	G14R4
54	Q0	1260	247	10,0148148	G14R4
54	Q0	1270	248	10,0148148	G14R4
54	Q0	1271	249	10,0148148	G14R4
54	Q0	1326	250	10,0148148	G14R4
54	Q0	1327	251	10,0148148	G14R4
54	Q0	1385	252	10,0148148	G14R4
54	Q0	1389	253	10,0148148	G14R4
54	Q0	1424	254	10,0148148	G14R4
54	Q0	1435	255	10,0148148	G14R4
54	Q0	1503	256	10,0148148	G14R4
54	Q0	1533	257	10,0148148	G14R4
54	Q0	1534	258	10,0148148	G14R4
54	Q0	1548	259	10,0148148	G14R4
54	Q0	1552	260	10,0148148	G14R4
54	Q0	1570	261	10,0148148	G14R4
54	Q0	1571	262	10,0148148	G14R4
54	Q0	1604	263	10,0148148	G14R4
54	Q0	1605	264	10,0148148	G14R4
54	Q0	1614	265	10,0148148	G14R4
54	Q0	1626	266	10,0148148	G14R4
54	Q0	1627	267	10,0148148	G14R4
54	Q0	1637	268	10,0148148	G14R4
54	Q0	1641	269	10,0148148	G14R4
54	Q0	1655	270	10,0148148	G14R4
54	Q0	1659	271	10,0148148	G14R4
54	Q0	1680	272	10,0148148	G14R4
54	Q0	1681	273	10,0148148	G14R4
54	Q0	1693	274	10,0148148	G14R4
54	Q0	1709	275	10,0148148	G14R4
54	Q0	1711	276	10,0148148	G14R4
54	Q0	1712	277	10,0148148	G14R4
54	Q0	1742	278	10,0148148	G14R4
54	Q0	1745	279	10,0148148	G14R4
54	Q0	1750	280	10,0148148	G14R4
54	Q0	1768	281	10,0148148	G14R4
54	Q0	1801	282	10,0148148	G14R4
54	Q0	1830	283	10,0148148	G14R4
54	Q0	1835	284	10,0148148	G14R4
54	Q0	1861	285	10,0148148	G14R4
54	Q0	1875	286	10,0148148	G14R4
54	Q0	1907	287	10,0148148	G14R4
54	Q0	1927	288	10,0148148	G14R4
54	Q0	1929	289	10,0148148	G14R4
54	Q0	1951	290	10,0148148	G14R4
54	Q0	1956	291	10,0148148	G14R4
54	Q0	1973	292	10,0148148	G14R4
54	Q0	1974	293	10,0148148	G14R4
54	Q0	1976	294	10,0148148	G14R4
54	Q0	2016	295	10,0148148	G14R4
54	Q0	2032	296	10,0148148	G14R4
54	Q0	2033	297	10,0148148	G14R4
54	Q0	2062	298	10,0148148	G14R4
54	Q0	2064	299	10,0148148	G14R4
54	Q0	2148	300	10,0148148	G14R4
54	Q0	2163	301	10,0148148	G14R4
54	Q0	2169	302	10,0148148	G14R4
54	Q0	2196	303	10,0148148	G14R4
54	Q0	2202	304	10,0148148	G14R4
54	Q0	2211	305	10,0148148	G14R4
54	Q0	2231	306	10,0148148	G14R4
54	Q0	2233	307	10,0148148	G14R4
54	Q0	2245	308	10,0148148	G14R4
54	Q0	2252	309	10,0148148	G14R4
54	Q0	2286	310	10,0148148	G14R4
54	Q0	2295	311	10,0148148	G14R4
54	Q0	2300	312	10,0148148	G14R4
54	Q0	2310	313	10,0148148	G14R4
54	Q0	2311	314	10,0148148	G14R4
54	Q0	2342	315	10,0148148	G14R4
54	Q0	2358	316	10,0148148	G14R4
54	Q0	2366	317	10,0148148	G14R4
54	Q0	2390	318	10,0148148	G14R4
54	Q0	2421	319	10,0148148	G14R4
54	Q0	2436	320	10,0148148	G14R4
54	Q0	2450	321	10,0148148	G14R4
54	Q0	2455	322	10,0148148	G14R4
54	Q0	2485	323	10,0148148	G14R4
54	Q0	2501	324	10,0148148	G14R4
54	Q0	2522	325	10,0148148	G14R4
54	Q0	2528	326	10,0148148	G14R4
54	Q0	2529	327	10,0148148	G14R4
54	Q0	2576	328	10,0148148	G14R4
54	Q0	2582	329	10,0148148	G14R4
54	Q0	2584	330	10,0148148	G14R4
54	Q0	2622	331	10,0148148	G14R4
54	Q0	2634	332	10,0148148	G14R4
54	Q0	2682	333	10,0148148	G14R4
54	Q0	2689	334	10,0148148	G14R4
54	Q0	2723	335	10,0148148	G14R4
54	Q0	2734	336	10,0148148	G14R4
54	Q0	2743	337	10,0148148	G14R4
54	Q0	2787	338	10,0148148	G14R4
54	Q0	2811	339	10,0148148	G14R4
54	Q0	2815	340	10,0148148	G14R4
54	Q0	2821	341	10,0148148	G14R4
54	Q0	2822	342	10,0148148	G14R4
54	Q0	2823	343	10,0148148	G14R4
54	Q0	2825	344	10,0148148	G14R4
54	Q0	2828	345	10,0148148	G14R4
54	Q0	2838	346	10,0148148	G14R4
54	Q0	2849	347	10,0148148	G14R4
54	Q0	2860	348	10,0148148	G14R4
54	Q0	2864	349	10,0148148	G14R4
54	Q0	2867	350	10,0148148	G14R4
54	Q0	2887	351	10,0148148	G14R4
54	Q0	2894	352	10,0148148	G14R4
54	Q0	2897	353	10,0148148	G14R4
54	Q0	2898	354	10,0148148	G14R4
54	Q0	2900	355	10,0148148	G14R4
54	Q0	2925	356	10,0148148	G14R4
54	Q0	2945	357	10,0148148	G14R4
54	Q0	2951	358	10,0148148	G14R4
54	Q0	2966	359	10,0148148	G14R4
54	Q0	2971	360	10,0148148	G14R4
54	Q0	2977	361	10,0148148	G14R4
54	Q0	2987	362	10,0148148	G14R4
54	Q0	2993	363	10,0148148	G14R4
54	Q0	3008	364	10,0148148	G14R4
54	Q0	3022	365	10,0148148	G14R4
54	Q0	3023	366	10,0148148	G14R4
54	Q0	3026	367	10,0148148	G14R4
54	Q0	3032	368	10,0148148	G14R4
54	Q0	3037	369	10,0148148	G14R4
54	Q0	3038	370	10,0148148	G14R4
54	Q0	3039	371	10,0148148	G14R4
54	Q0	3048	372	10,0148148	G14R4
54	Q0	3066	373	10,0148148	G14R4
54	Q0	3067	374	10,0148148	G14R4
54	Q0	3072	375	10,0148148	G14R4
54	Q0	3073	376	10,0148148	G14R4
54	Q0	3074	377	10,0148148	G14R4
54	Q0	3077	378	10,0148148	G14R4
54	Q0	3101	379	10,0148148	G14R4
54	Q0	3115	380	10,0148148	G14R4
54	Q0	3120	381	10,0148148	G14R4
54	Q0	3125	382	10,0148148	G14R4
54	Q0	3132	383	10,0148148	G14R4
54	Q0	3138	384	10,0148148	G14R4
54	Q0	3142	385	10,0148148	G14R4
54	Q0	3147	386	10,0148148	G14R4
54	Q0	3151	387	10,0148148	G14R4
54	Q0	3154	388	10,0148148	G14R4
54	Q0	3158	389	10,0148148	G14R4
54	Q0	3166	390	10,0148148	G14R4
54	Q0	3177	391	10,0148148	G14R4
54	Q0	1470	392	10,0144928	G14R4
54	Q0	2060	393	10,0144928	G14R4
54	Q0	2217	394	10,0144928	G14R4
54	Q0	2313	395	10,0144928	G14R4
54	Q0	2451	396	10,0144928	G14R4
54	Q0	2516	397	10,0144928	G14R4
54	Q0	2667	398	10,0144928	G14R4
54	Q0	2715	399	10,0144928	G14R4
54	Q0	409	400	10,0138889	G14R4
54	Q0	972	401	10,0138889	G14R4
54	Q0	1034	402	10,0138889	G14R4
54	Q0	1066	403	10,0138889	G14R4
54	Q0	1226	404	10,0138889	G14R4
54	Q0	1412	405	10,0138889	G14R4
54	Q0	1710	406	10,0138889	G14R4
54	Q0	2051	407	10,0138889	G14R4
54	Q0	2372	408	10,0138889	G14R4
54	Q0	2433	409	10,0138889	G14R4
54	Q0	2484	410	10,0138889	G14R4
54	Q0	2620	411	10,0138889	G14R4
54	Q0	2832	412	10,0138889	G14R4
54	Q0	2888	413	10,0138889	G14R4
54	Q0	2912	414	10,0138889	G14R4
54	Q0	3095	415	10,0138889	G14R4
54	Q0	3165	416	10,0138889	G14R4
54	Q0	851	417	10,0133333	G14R4
54	Q0	1309	418	10,0133333	G14R4
54	Q0	1324	419	10,0133333	G14R4
54	Q0	1410	420	10,0133333	G14R4
54	Q0	1411	421	10,0133333	G14R4
54	Q0	1588	422	10,0133333	G14R4
54	Q0	1650	423	10,0133333	G14R4
54	Q0	1651	424	10,0133333	G14R4
54	Q0	1671	425	10,0133333	G14R4
54	Q0	1719	426	10,0133333	G14R4
54	Q0	1827	427	10,0133333	G14R4
54	Q0	1868	428	10,0133333	G14R4
54	Q0	1959	429	10,0133333	G14R4
54	Q0	1978	430	10,0133333	G14R4
54	Q0	2092	431	10,0133333	G14R4
54	Q0	2178	432	10,0133333	G14R4
54	Q0	2299	433	10,0133333	G14R4
54	Q0	2314	434	10,0133333	G14R4
54	Q0	2424	435	10,0133333	G14R4
54	Q0	2494	436	10,0133333	G14R4
54	Q0	2547	437	10,0133333	G14R4
54	Q0	2727	438	10,0133333	G14R4
54	Q0	2819	439	10,0133333	G14R4
54	Q0	2846	440	10,0133333	G14R4
54	Q0	3002	441	10,0133333	G14R4
54	Q0	3049	442	10,0133333	G14R4
54	Q0	3152	443	10,0133333	G14R4
54	Q0	3167	444	10,0133333	G14R4
55	Q0	1355	1	33,66666	G14R4
55	Q0	1739	2	33,50001	G14R4
55	Q0	2650	3	33,50001	G14R4
55	Q0	2921	4	33,50001	G14R4
55	Q0	1896	5	33,46155	G14R4
55	Q0	1898	6	33,46155	G14R4
55	Q0	1993	7	33,46155	G14R4
55	Q0	1453	8	30,666666	G14R4
55	Q0	1906	9	30,666666	G14R4
55	Q0	2112	10	30,666666	G14R4
55	Q0	2838	11	30,666666	G14R4
55	Q0	2998	12	30,500001	G14R4
55	Q0	1665	13	30,48	G14R4
55	Q0	2051	14	30,461538	G14R4
55	Q0	2839	15	11,26923	G14R4
55	Q0	2889	16	11,26923	G14R4
55	Q0	3009	17	11,26923	G14R4
55	Q0	3096	18	11,14583	G14R4
55	Q0	3163	19	11,14583	G14R4
55	Q0	3042	20	10,269231	G14R4
55	Q0	2968	21	10,259259	G14R4
55	Q0	3065	22	10,259259	G14R4
56	Q0	2921	1	21,42593	G14R4
56	Q0	2650	2	21,34616	G14R4
56	Q0	2112	3	20,408889	G14R4
56	Q0	1665	4	20,339487	G14R4
56	Q0	1355	5	11,22222	G14R4
56	Q0	1154	6	11,18667	G14R4
56	Q0	1678	7	11,18667	G14R4
56	Q0	1739	8	11,16667	G14R4
56	Q0	1896	9	11,15385	G14R4
56	Q0	1898	10	11,15385	G14R4
56	Q0	1993	11	11,15385	G14R4
56	Q0	2327	12	11,09722	G14R4
56	Q0	2710	13	11	G14R4
56	Q0	2423	14	10,259259	G14R4
56	Q0	2449	15	10,259259	G14R4
56	Q0	1453	16	10,222222	G14R4
56	Q0	1906	17	10,222222	G14R4
56	Q0	2838	18	10,222222	G14R4
56	Q0	1991	19	10,186667	G14R4
56	Q0	2061	20	10,186667	G14R4
56	Q0	2931	21	10,179487	G14R4
56	Q0	2998	22	10,166667	G14R4
56	Q0	2051	23	10,153846	G14R4
57	Q0	3077	1	55,03889	G14R4
57	Q0	1705	2	30,525778	G14R4
57	Q0	1397	3	22,10461	G14R4
57	Q0	3199	4	21,25408	G14R4
57	Q0	2705	5	20,861538	G14R4
57	Q0	2922	6	20,861538	G14R4
57	Q0	2850	7	20,82963	G14R4
57	Q0	1905	8	20	G14R4
57	Q0	1119	9	11,20741	G14R4
57	Q0	1528	10	11,12174	G14R4
57	Q0	1771	11	11,08077	G14R4
57	Q0	3195	12	11,08077	G14R4
57	Q0	177	13	11,07778	G14R4
57	Q0	231	14	11,07778	G14R4
57	Q0	767	15	11,07778	G14R4
57	Q0	768	16	11,07778	G14R4
57	Q0	1086	17	11,07778	G14R4
57	Q0	1120	18	11,07778	G14R4
57	Q0	1755	19	11,07778	G14R4
57	Q0	3161	20	11,07778	G14R4
57	Q0	616	21	11,05983	G14R4
57	Q0	1214	22	11,05983	G14R4
57	Q0	1334	23	11,05983	G14R4
57	Q0	1394	24	11,05983	G14R4
57	Q0	3202	25	11,05983	G14R4
57	Q0	1194	26	11,05833	G14R4
57	Q0	1	27	11,05761	G14R4
57	Q0	21	28	11,05761	G14R4
57	Q0	44	29	11,05761	G14R4
57	Q0	54	30	11,05761	G14R4
57	Q0	55	31	11,05761	G14R4
57	Q0	99	32	11,05761	G14R4
57	Q0	393	33	11,05761	G14R4
57	Q0	769	34	11,05761	G14R4
57	Q0	905	35	11,05761	G14R4
57	Q0	1183	36	11,05761	G14R4
57	Q0	1344	37	11,05761	G14R4
57	Q0	3204	38	11,05761	G14R4
57	Q0	2167	39	11,05303	G14R4
57	Q0	2090	40	11,05072	G14R4
57	Q0	2165	41	11,04861	G14R4
57	Q0	284	42	11,04667	G14R4
57	Q0	964	43	11,04667	G14R4
57	Q0	1391	44	11,04667	G14R4
57	Q0	2166	45	11,04667	G14R4
57	Q0	2716	46	11,04667	G14R4
57	Q0	3078	47	11,04667	G14R4
57	Q0	3189	48	11,04667	G14R4
57	Q0	3203	49	11,04667	G14R4
57	Q0	1112	50	10,207407	G14R4
57	Q0	1259	51	10,207407	G14R4
57	Q0	1468	52	10,207407	G14R4
57	Q0	2501	53	10,207407	G14R4
57	Q0	3191	54	10,207407	G14R4
57	Q0	3175	55	10,121739	G14R4
57	Q0	2233	56	10,112	G14R4
57	Q0	248	57	10,0807692	G14R4
57	Q0	890	58	10,0807692	G14R4
57	Q0	3197	59	10,0807692	G14R4
57	Q0	254	60	10,0777778	G14R4
57	Q0	679	61	10,0777778	G14R4
57	Q0	724	62	10,0777778	G14R4
57	Q0	1025	63	10,0777778	G14R4
57	Q0	1121	64	10,0777778	G14R4
57	Q0	1278	65	10,0777778	G14R4
57	Q0	1476	66	10,0777778	G14R4
57	Q0	1616	67	10,0777778	G14R4
57	Q0	1764	68	10,0777778	G14R4
57	Q0	1796	69	10,0777778	G14R4
57	Q0	2031	70	10,0777778	G14R4
57	Q0	2140	71	10,0777778	G14R4
57	Q0	2154	72	10,0777778	G14R4
57	Q0	2163	73	10,0777778	G14R4
57	Q0	2181	74	10,0777778	G14R4
57	Q0	2303	75	10,0777778	G14R4
57	Q0	2479	76	10,0777778	G14R4
57	Q0	2538	77	10,0777778	G14R4
57	Q0	2679	78	10,0777778	G14R4
57	Q0	2822	79	10,0777778	G14R4
57	Q0	2852	80	10,0777778	G14R4
57	Q0	3130	81	10,0777778	G14R4
57	Q0	3160	82	10,0777778	G14R4
57	Q0	1253	83	10,0598291	G14R4
57	Q0	1453	84	10,0598291	G14R4
57	Q0	2160	85	10,0598291	G14R4
57	Q0	2958	86	10,0598291	G14R4
57	Q0	93	87	10,0576132	G14R4
57	Q0	1029	88	10,0576132	G14R4
57	Q0	1216	89	10,0576132	G14R4
57	Q0	1223	90	10,0576132	G14R4
57	Q0	1258	91	10,0576132	G14R4
57	Q0	1309	92	10,0576132	G14R4
57	Q0	1365	93	10,0576132	G14R4
57	Q0	1471	94	10,0576132	G14R4
57	Q0	1543	95	10,0576132	G14R4
57	Q0	1589	96	10,0576132	G14R4
57	Q0	1803	97	10,0576132	G14R4
57	Q0	1806	98	10,0576132	G14R4
57	Q0	1824	99	10,0576132	G14R4
57	Q0	1870	100	10,0576132	G14R4
57	Q0	1914	101	10,0576132	G14R4
57	Q0	1975	102	10,0576132	G14R4
57	Q0	2054	103	10,0576132	G14R4
57	Q0	2164	104	10,0576132	G14R4
57	Q0	2169	105	10,0576132	G14R4
57	Q0	2170	106	10,0576132	G14R4
57	Q0	2189	107	10,0576132	G14R4
57	Q0	2281	108	10,0576132	G14R4
57	Q0	2284	109	10,0576132	G14R4
57	Q0	2414	110	10,0576132	G14R4
57	Q0	2547	111	10,0576132	G14R4
57	Q0	2645	112	10,0576132	G14R4
57	Q0	2695	113	10,0576132	G14R4
57	Q0	2697	114	10,0576132	G14R4
57	Q0	2719	115	10,0576132	G14R4
57	Q0	2809	116	10,0576132	G14R4
57	Q0	2931	117	10,0576132	G14R4
57	Q0	2932	118	10,0576132	G14R4
57	Q0	3071	119	10,0576132	G14R4
57	Q0	3138	120	10,0576132	G14R4
57	Q0	1770	121	10,056	G14R4
57	Q0	2323	122	10,0530303	G14R4
57	Q0	2802	123	10,0486111	G14R4
57	Q0	3031	124	10,0466667	G14R4
58	Q0	2850	1	41,17311	G14R4
58	Q0	2153	2	41,1335	G14R4
58	Q0	2106	3	40,163212	G14R4
58	Q0	2158	4	32,10876	G14R4
58	Q0	1910	5	32,10245	G14R4
58	Q0	1433	6	32,09655	G14R4
58	Q0	2820	7	32,09573	G14R4
58	Q0	1195	8	32,06941	G14R4
58	Q0	1747	9	32,06294	G14R4
58	Q0	2379	10	32,06139	G14R4
58	Q0	2753	11	32,05575	G14R4
58	Q0	2994	12	31,21338	G14R4
58	Q0	1680	13	31,11692	G14R4
58	Q0	1145	14	31,11573	G14R4
58	Q0	2786	15	31,09359	G14R4
58	Q0	2389	16	31,06332	G14R4
58	Q0	2514	17	31,06332	G14R4
58	Q0	1033	18	31,06249	G14R4
58	Q0	2314	19	31,06088	G14R4
58	Q0	2604	20	31,05926	G14R4
58	Q0	1671	21	31,05888	G14R4
58	Q0	2567	22	31,05692	G14R4
58	Q0	3138	23	30,205684	G14R4
58	Q0	1397	24	30,141736	G14R4
58	Q0	964	25	30,129381	G14R4
58	Q0	1270	26	30,12716	G14R4
58	Q0	2181	27	30,115562	G14R4
58	Q0	1391	28	30,114453	G14R4
58	Q0	2097	29	30,114453	G14R4
58	Q0	2402	30	30,109397	G14R4
58	Q0	1099	31	30,0989088	G14R4
58	Q0	1835	32	30,0966764	G14R4
58	Q0	616	33	30,0856278	G14R4
58	Q0	3125	34	30,0753213	G14R4
58	Q0	2767	35	30,0742118	G14R4
58	Q0	1457	36	30,063724	G14R4
58	Q0	1792	37	30,0633138	G14R4
58	Q0	1810	38	30,0633138	G14R4
58	Q0	2833	39	30,0626145	G14R4
58	Q0	1699	40	30,0592668	G14R4
58	Q0	3021	41	22,15714	G14R4
58	Q0	1876	42	22,10692	G14R4
58	Q0	2098	43	22,09285	G14R4
58	Q0	2800	44	22,08632	G14R4
58	Q0	2398	45	22,07478	G14R4
58	Q0	2592	46	22,04698	G14R4
58	Q0	60	47	22,04292	G14R4
58	Q0	1636	48	22,04181	G14R4
58	Q0	1734	49	22,03734	G14R4
58	Q0	1880	50	22,03734	G14R4
58	Q0	1931	51	22,03627	G14R4
58	Q0	2405	52	22,03625	G14R4
58	Q0	2697	53	22,03159	G14R4
58	Q0	2812	54	22,02996	G14R4
58	Q0	2188	55	22,02848	G14R4
58	Q0	2738	56	22,02808	G14R4
58	Q0	1750	57	22,028	G14R4
58	Q0	2868	58	22,02775	G14R4
58	Q0	3050	59	22,02775	G14R4
58	Q0	1252	60	22,02736	G14R4
58	Q0	2003	61	22,0273	G14R4
58	Q0	2542	62	22,02643	G14R4
58	Q0	2718	63	22,02639	G14R4
58	Q0	3147	64	22,02603	G14R4
58	Q0	1435	65	22,02528	G14R4
58	Q0	2541	66	22,02488	G14R4
58	Q0	3137	67	22,02408	G14R4
58	Q0	1146	68	21,19943	G14R4
58	Q0	2533	69	21,16395	G14R4
58	Q0	1779	70	21,11158	G14R4
58	Q0	1944	71	21,09834	G14R4
58	Q0	2610	72	21,08838	G14R4
58	Q0	2978	73	21,08145	G14R4
58	Q0	1591	74	21,08074	G14R4
58	Q0	2135	75	21,07854	G14R4
58	Q0	322	76	21,07774	G14R4
58	Q0	1046	77	21,07735	G14R4
58	Q0	1440	78	21,07735	G14R4
58	Q0	944	79	21,07699	G14R4
58	Q0	2684	80	21,07699	G14R4
58	Q0	2324	81	21,06523	G14R4
58	Q0	2317	82	21,0627	G14R4
58	Q0	1396	83	21,06138	G14R4
58	Q0	1444	84	21,06138	G14R4
58	Q0	2285	85	21,06076	G14R4
58	Q0	558	86	21,05967	G14R4
58	Q0	2670	87	21,05363	G14R4
58	Q0	2534	88	21,04565	G14R4
58	Q0	39	89	21,04292	G14R4
58	Q0	1766	90	21,04292	G14R4
58	Q0	1482	91	21,04256	G14R4
58	Q0	1626	92	21,04256	G14R4
58	Q0	2399	93	21,04251	G14R4
58	Q0	2525	94	21,04215	G14R4
58	Q0	1473	95	21,04181	G14R4
58	Q0	2642	96	21,04181	G14R4
58	Q0	2669	97	21,04181	G14R4
58	Q0	2561	98	21,04176	G14R4
58	Q0	2859	99	21,04168	G14R4
58	Q0	1003	100	21,0414	G14R4
58	Q0	1236	101	21,04088	G14R4
58	Q0	1977	102	21,03964	G14R4
58	Q0	1066	103	21,03928	G14R4
58	Q0	1274	104	21,03845	G14R4
58	Q0	1744	105	21,0377	G14R4
58	Q0	1651	106	21,03736	G14R4
58	Q0	1032	107	21,037	G14R4
58	Q0	2245	108	21,03627	G14R4
58	Q0	1631	109	21,03396	G14R4
58	Q0	1844	110	21,03279	G14R4
58	Q0	1719	111	21,03163	G14R4
58	Q0	3087	112	21,03106	G14R4
58	Q0	3027	113	21,03091	G14R4
58	Q0	854	114	21,03055	G14R4
58	Q0	1161	115	21,03055	G14R4
58	Q0	1652	116	21,03055	G14R4
58	Q0	1748	117	21,03055	G14R4
58	Q0	1754	118	21,03055	G14R4
58	Q0	1892	119	21,03055	G14R4
58	Q0	1924	120	21,03055	G14R4
58	Q0	1959	121	21,03055	G14R4
58	Q0	2740	122	21,03055	G14R4
58	Q0	2947	123	21,03055	G14R4
58	Q0	1877	124	21,03016	G14R4
58	Q0	1901	125	21,03016	G14R4
58	Q0	2169	126	21,03016	G14R4
58	Q0	1264	127	21,03008	G14R4
58	Q0	1749	128	21,03008	G14R4
58	Q0	1885	129	21,03008	G14R4
58	Q0	2002	130	21,03008	G14R4
58	Q0	2345	131	21,03008	G14R4
58	Q0	2479	132	21,03008	G14R4
58	Q0	2882	133	21,03008	G14R4
58	Q0	2948	134	21,03008	G14R4
58	Q0	3012	135	21,03008	G14R4
58	Q0	3025	136	21,03008	G14R4
58	Q0	71	137	21,0298	G14R4
58	Q0	851	138	21,0298	G14R4
58	Q0	2689	139	21,0298	G14R4
58	Q0	3024	140	21,0298	G14R4
58	Q0	1853	141	21,02966	G14R4
58	Q0	2198	142	21,02966	G14R4
58	Q0	2380	143	21,02966	G14R4
58	Q0	2407	144	21,02966	G14R4
58	Q0	2424	145	21,02966	G14R4
58	Q0	1238	146	21,02928	G14R4
58	Q0	1571	147	21,02928	G14R4
58	Q0	1695	148	21,02928	G14R4
58	Q0	1937	149	21,02928	G14R4
58	Q0	2632	150	21,02928	G14R4
58	Q0	3023	151	21,02928	G14R4
58	Q0	3127	152	21,02928	G14R4
58	Q0	2319	153	21,02898	G14R4
58	Q0	1534	154	21,02847	G14R4
58	Q0	251	155	21,02811	G14R4
58	Q0	2971	156	21,02811	G14R4
58	Q0	1960	157	21,02775	G14R4
58	Q0	2201	158	21,02775	G14R4
58	Q0	2247	159	21,02775	G14R4
58	Q0	2321	160	21,02775	G14R4
58	Q0	2452	161	21,02736	G14R4
58	Q0	2867	162	21,02736	G14R4
58	Q0	2522	163	21,02728	G14R4
58	Q0	2138	164	21,0272	G14R4
58	Q0	1685	165	21,027	G14R4
58	Q0	1484	166	21,02686	G14R4
58	Q0	1572	167	21,02686	G14R4
58	Q0	2358	168	21,02686	G14R4
58	Q0	3049	169	21,02648	G14R4
58	Q0	1742	170	21,02639	G14R4
58	Q0	2841	171	21,02476	G14R4
58	Q0	2105	172	21,02446	G14R4
58	Q0	1867	173	20,21615	G14R4
58	Q0	1875	174	20,186664	G14R4
58	Q0	1528	175	20,168958	G14R4
58	Q0	1381	176	20,152659	G14R4
58	Q0	1592	177	20,117064	G14R4
58	Q0	2310	178	20,117064	G14R4
58	Q0	3145	179	20,112656	G14R4
58	Q0	1764	180	20,105466	G14R4
58	Q0	1637	181	20,10041	G14R4
58	Q0	1768	182	20,10041	G14R4
58	Q0	2665	183	20,0952663	G14R4
58	Q0	2804	184	20,0952663	G14R4
58	Q0	1709	185	20,094198	G14R4
58	Q0	1647	186	20,093122	G14R4
58	Q0	2480	187	20,0922387	G14R4
58	Q0	3146	188	20,0922387	G14R4
58	Q0	1014	189	20,0888125	G14R4
58	Q0	2802	190	20,0866537	G14R4
58	Q0	2254	191	20,0860111	G14R4
58	Q0	1411	192	20,0857407	G14R4
58	Q0	2145	193	20,0850289	G14R4
58	Q0	2887	194	20,0839428	G14R4
58	Q0	1997	195	20,0836895	G14R4
58	Q0	1862	196	20,0786677	G14R4
58	Q0	397	197	20,0780987	G14R4
58	Q0	724	198	20,0780987	G14R4
58	Q0	1345	199	20,0780987	G14R4
58	Q0	1604	200	20,0780987	G14R4
58	Q0	1616	201	20,0780987	G14R4
58	Q0	1939	202	20,0780987	G14R4
58	Q0	2305	203	20,0780987	G14R4
58	Q0	2306	204	20,0780987	G14R4
58	Q0	3148	205	20,0780987	G14R4
58	Q0	1664	206	20,0777381	G14R4
58	Q0	1951	207	20,0777381	G14R4
58	Q0	435	208	20,0773487	G14R4
58	Q0	2016	209	20,0773487	G14R4
58	Q0	3080	210	20,0773487	G14R4
58	Q0	971	211	20,0769892	G14R4
58	Q0	1472	212	20,0769892	G14R4
58	Q0	282	213	20,0759399	G14R4
58	Q0	1365	214	20,0759399	G14R4
58	Q0	730	215	20,0748304	G14R4
58	Q0	3132	216	20,065225	G14R4
58	Q0	1623	217	20,0630597	G14R4
58	Q0	1334	218	20,0613784	G14R4
58	Q0	2486	219	20,0613784	G14R4
58	Q0	2645	220	20,0613784	G14R4
58	Q0	1691	221	20,0608176	G14R4
58	Q0	2217	222	20,0597407	G14R4
58	Q0	2904	223	20,0597407	G14R4
58	Q0	3099	224	20,0597407	G14R4
58	Q0	1180	225	20,0536277	G14R4
58	Q0	2142	226	20,0536277	G14R4
58	Q0	1206	227	20,0532175	G14R4
58	Q0	2787	228	20,0532175	G14R4
58	Q0	3031	229	20,0532175	G14R4
58	Q0	3008	230	20,0491645	G14R4
58	Q0	1503	231	20,048015	G14R4
58	Q0	3035	232	20,0477332	G14R4
58	Q0	615	233	20,0429139	G14R4
58	Q0	1453	234	20,0429139	G14R4
58	Q0	1692	235	20,0429139	G14R4
58	Q0	2113	236	20,0429139	G14R4
58	Q0	2365	237	20,0429139	G14R4
58	Q0	2794	238	20,0429139	G14R4
58	Q0	2807	239	20,0429139	G14R4
58	Q0	2954	240	20,0429139	G14R4
58	Q0	284	241	20,0425533	G14R4
58	Q0	533	242	20,0425037	G14R4
58	Q0	698	243	20,0425037	G14R4
58	Q0	2162	244	20,0425037	G14R4
58	Q0	2202	245	20,0425037	G14R4
58	Q0	2634	246	20,0425037	G14R4
58	Q0	2758	247	20,0425037	G14R4
58	Q0	2936	248	20,0425037	G14R4
58	Q0	2970	249	20,0425037	G14R4
58	Q0	2806	250	20,0418044	G14R4
58	Q0	1489	251	20,0417537	G14R4
58	Q0	1502	252	20,0413942	G14R4
58	Q0	1805	253	20,0413942	G14R4
58	Q0	1854	254	20,0413942	G14R4
58	Q0	1902	255	20,0413942	G14R4
58	Q0	3112	256	20,0412835	G14R4
58	Q0	2624	257	20,0412581	G14R4
58	Q0	1170	258	20,0408733	G14R4
58	Q0	675	259	20,039263	G14R4
58	Q0	1517	260	20,0380963	G14R4
